study_hours,revision_time,previous_grade,attendance_rate,understanding_level,sleep_hours,phone_time,stress_level,motivation_level,focus_level,pass_exam
6,3,57,75,5,5,3,7,6,2,1
7,3,52,80,2,5,3,3,10,3,1
2,3,98,71,5,8,1,10,2,5,1
6,3,76,55,10,8,1,5,1,9,1
3,2,66,69,9,8,4,8,4,7,1
2,0,73,70,10,6,0,6,2,3,1
0,3,50,59,1,5,2,2,7,10,0
5,0,40,68,2,8,3,9,7,4,0
2,1,52,84,10,8,3,2,3,7,1
7,1,69,75,8,6,0,6,10,1,1
5,3,44,56,5,7,4,2,1,4,1
3,1,57,86,9,5,4,10,2,1,0
1,0,53,57,6,7,1,7,8,5,0
5,0,52,54,8,7,0,1,4,2,1
6,1,71,93,1,8,4,4,3,9,1
4,3,46,85,9,6,4,8,10,3,1
2,0,47,100,9,5,2,9,7,5,0
3,0,89,77,3,5,1,10,10,8,0
3,2,46,99,1,5,1,3,4,8,1
5,3,91,52,8,7,1,9,2,9,1
1,2,88,88,8,4,5,8,3,3,0
0,1,55,57,9,6,4,4,4,3,0
2,1,82,64,6,4,3,1,1,4,0
3,2,70,76,9,7,5,10,8,6,1
1,3,90,98,10,8,4,5,8,7,1
4,0,66,100,9,4,4,7,5,1,0
3,1,99,85,4,4,0,5,6,2,1
1,3,72,65,5,6,1,5,4,3,1
7,3,92,75,6,7,1,5,3,1,1
0,1,68,94,6,6,2,3,3,3,0
0,1,47,93,10,8,1,6,4,4,1
3,3,72,53,2,5,4,4,6,6,0
6,0,80,61,4,7,0,10,2,5,1
3,2,58,66,9,8,2,2,6,6,1
5,1,60,90,7,8,4,4,8,9,1
2,2,80,93,9,4,4,6,9,1,1
1,3,60,75,6,6,5,6,4,3,0
3,2,64,80,7,4,2,9,5,8,1
2,0,81,64,9,4,5,8,8,9,0
5,3,95,83,4,5,4,5,10,2,1
7,0,62,78,9,6,4,10,2,10,1
7,3,50,58,3,5,5,3,10,5,1
2,0,72,63,8,8,0,4,2,3,1
3,3,59,85,3,5,0,5,9,10,1
0,0,64,53,3,8,5,1,6,2,0
1,3,65,87,3,4,0,9,10,9,1
1,0,79,86,9,5,1,4,9,5,1
7,3,91,73,10,6,2,8,10,9,1
7,0,51,66,3,5,0,5,7,1,0
0,1,71,62,6,8,4,5,5,4,0
6,2,72,69,4,7,1,2,9,1,1
3,3,49,66,2,6,2,8,9,5,1
7,0,43,100,3,8,0,10,2,5,1
7,1,54,76,5,7,0,7,8,7,1
7,3,90,82,10,6,2,2,8,7,1
1,3,45,70,4,7,0,6,2,8,1
3,3,66,66,5,4,5,9,10,6,1
5,2,44,71,1,4,2,8,7,10,1
3,0,44,74,4,5,2,10,1,3,0
2,0,57,52,10,5,4,3,5,9,0
0,3,67,76,3,5,2,7,5,5,0
6,3,74,76,2,5,3,4,10,9,1
7,3,98,95,7,7,0,4,5,5,1
7,1,61,61,10,6,4,7,2,3,1
3,3,73,64,9,6,1,7,3,7,1
6,2,43,87,1,5,3,1,6,9,1
7,0,57,69,7,4,2,1,1,1,0
6,2,80,71,1,8,1,6,6,3,1
5,3,90,51,5,5,1,2,6,7,1
4,1,65,53,1,5,1,3,7,9,1
0,3,81,94,3,4,1,2,9,4,1
6,3,61,62,8,8,4,2,9,5,1
1,3,86,81,4,7,4,8,4,8,1
2,3,72,71,1,7,1,8,2,4,0
1,3,82,74,1,8,3,6,5,2,0
7,0,53,76,8,8,0,3,1,7,1
5,2,70,66,8,7,5,5,5,2,1
5,1,49,55,4,5,0,7,10,6,1
1,3,90,92,4,5,4,5,3,7,1
0,1,63,100,10,4,3,7,7,8,0
1,0,60,65,2,8,3,10,7,5,0
3,2,87,57,2,5,2,7,3,1,0
7,3,47,82,6,5,4,4,5,3,1
7,0,71,59,8,4,3,10,9,10,1
1,0,70,83,7,8,3,10,4,9,0
2,2,73,68,7,4,0,6,2,6,1
2,3,62,63,3,4,3,9,3,5,0
7,2,64,52,2,7,3,4,1,1,1
4,2,46,90,10,4,1,10,5,4,1
2,1,58,72,7,8,0,1,9,5,1
1,1,46,89,4,5,0,8,2,2,0
2,2,86,60,1,5,1,4,3,5,0
7,1,47,96,1,7,0,8,3,3,1
0,0,53,55,4,8,2,9,7,8,0
6,2,40,83,5,5,5,8,10,10,1
2,3,52,50,5,4,2,1,7,1,1
3,3,42,84,1,6,4,9,1,4,0
0,0,92,74,3,6,5,5,3,9,0
4,3,67,78,6,6,0,8,1,1,1
3,3,77,72,10,6,0,6,9,6,1
1,2,90,67,7,4,2,7,7,6,1
6,0,54,63,1,5,4,3,5,2,0
1,2,75,66,8,7,4,9,7,1,0
6,0,92,51,4,4,2,9,3,1,0
6,2,42,80,9,5,2,10,3,10,1
1,2,43,68,6,8,5,2,1,5,0
3,1,44,81,1,5,1,4,5,5,0
3,3,89,77,2,5,4,4,7,10,1
6,0,65,90,3,5,4,1,3,7,0
3,3,64,57,2,4,1,4,5,9,1
6,1,49,91,10,5,2,3,10,4,1
7,0,47,90,7,5,1,2,1,4,1
6,1,51,89,1,8,1,6,7,7,1
7,3,93,88,9,8,3,3,8,9,1
0,2,97,71,2,6,4,10,8,7,0
5,1,98,73,4,4,2,9,1,8,1
0,1,42,87,8,5,3,9,4,10,0
1,2,66,51,3,6,5,8,9,7,0
5,3,89,90,9,6,3,8,2,9,1
2,1,62,90,7,4,3,2,1,6,0
1,3,79,68,10,6,2,6,6,9,1
4,2,97,90,3,6,1,4,1,3,1
0,0,72,51,3,4,2,10,6,4,0
3,1,53,77,5,7,4,2,1,9,0
0,3,93,81,5,6,5,2,6,2,1
3,2,62,68,10,8,5,10,9,2,1
5,2,70,65,5,6,5,7,5,10,1
4,1,52,79,9,4,4,1,4,8,1
5,0,96,71,9,4,1,8,8,10,1
4,1,51,63,6,7,2,5,4,6,1
0,3,74,50,7,7,1,10,4,5,1
3,2,57,94,10,8,1,8,9,2,1
5,0,60,51,8,8,2,2,1,1,0
4,3,84,71,9,6,4,1,3,3,1
6,1,86,95,6,7,2,2,4,6,1
1,2,81,82,8,8,5,6,8,5,1
1,1,40,64,2,6,4,4,1,6,0
5,0,77,99,10,5,0,8,3,7,1
3,0,80,90,8,6,0,9,2,7,1
6,0,81,71,2,8,0,9,6,3,1
5,0,86,89,8,6,5,5,9,10,1
0,0,48,88,2,5,3,6,10,8,0
4,1,62,90,3,8,4,7,9,8,1
7,0,53,90,7,6,4,4,10,3,1
0,0,50,60,9,8,2,10,5,6,0
1,2,46,53,3,6,4,3,3,9,0
4,0,70,56,5,4,2,2,8,1,0
5,2,63,70,9,8,3,10,9,2,1
0,2,65,56,7,8,2,4,9,2,1
2,2,69,53,2,8,0,9,1,5,0
7,1,73,61,5,8,2,5,10,6,1
3,1,85,76,5,6,2,1,5,3,1
6,3,77,66,9,7,2,5,10,4,1
6,3,44,69,2,6,4,6,9,10,1
3,2,44,80,1,5,1,10,3,2,0
2,1,58,75,4,4,1,6,7,3,0
1,0,90,80,4,6,5,5,9,8,0
4,3,77,84,1,6,1,8,2,5,1
3,1,67,58,10,8,5,5,2,2,0
2,0,65,54,7,5,4,10,5,10,0
5,0,81,97,2,8,0,3,8,10,1
7,1,62,57,9,8,1,3,10,2,1
6,3,85,70,7,7,1,4,5,4,1
7,1,88,65,7,4,3,10,8,9,1
2,3,69,100,1,7,5,8,4,6,0
7,2,42,65,9,8,5,9,9,1,1
1,1,67,67,10,4,3,7,4,4,0
1,1,72,96,9,6,0,2,5,3,1
0,3,81,77,2,5,2,9,7,1,0
3,3,42,67,10,7,2,6,9,6,1
0,1,44,63,9,5,3,6,5,10,0
7,0,96,97,2,8,3,6,7,1,1
6,0,58,86,2,4,0,1,4,1,0
2,0,81,89,8,6,0,9,2,7,1
4,2,97,65,3,4,4,6,2,1,0
7,2,96,70,3,5,2,7,5,3,1
4,3,87,50,7,5,4,1,2,5,1
1,2,40,60,10,6,1,5,2,3,1
4,0,77,60,6,6,5,3,2,6,0
4,1,48,51,7,4,5,9,4,9,0
6,2,99,81,6,7,0,2,8,2,1
4,2,44,68,9,4,2,4,7,7,1
7,0,98,54,2,5,2,3,5,4,1
2,2,85,52,8,4,4,9,7,6,0
4,3,81,77,6,8,3,3,6,10,1
5,1,73,75,4,4,3,1,8,10,1
4,0,76,72,6,4,0,8,8,6,1
4,3,72,79,6,8,5,1,7,8,1
0,0,64,57,10,5,3,1,5,7,0
2,3,81,85,3,6,1,7,6,5,1
7,1,68,78,8,4,2,9,10,7,1
1,1,97,62,5,7,3,4,8,6,1
0,3,64,74,10,6,0,10,7,5,1
7,3,93,71,4,7,1,4,5,9,1
3,3,98,95,2,4,5,5,10,4,1
2,3,48,82,10,7,5,5,8,7,1
5,3,42,86,1,6,4,2,4,7,1
2,3,54,56,7,7,4,9,6,3,0
3,1,43,72,10,7,1,10,4,8,1
3,3,84,55,3,6,0,9,5,9,1
3,2,77,64,3,6,4,9,10,5,1
6,1,59,64,3,6,2,9,3,1,0
1,0,88,89,10,6,5,1,2,1,0
4,1,62,83,3,8,5,8,1,5,0
2,0,76,63,2,4,2,8,3,2,0
7,0,86,78,6,6,5,4,1,2,0
6,2,47,65,10,5,5,10,6,6,1
7,3,96,78,3,7,5,1,2,5,1
4,3,76,72,1,6,0,1,3,2,1
4,1,95,59,10,6,0,1,8,5,1
5,3,84,96,9,4,2,3,5,4,1
3,2,72,53,6,6,0,10,2,6,1
1,1,72,61,6,8,1,3,2,1,0
5,1,46,91,10,5,0,4,3,3,1
0,1,61,83,9,5,5,2,3,5,0
6,3,44,53,2,6,2,9,8,8,1
6,3,85,69,10,4,3,10,5,2,1
1,3,54,77,9,6,0,9,8,8,1
4,1,60,77,3,7,4,10,4,8,0
7,1,64,55,3,5,1,7,9,6,1
6,0,56,63,3,7,1,2,3,5,1
1,0,95,84,1,8,1,3,2,7,0
6,3,89,96,10,5,4,8,6,6,1
6,1,46,50,7,5,4,9,4,9,0
3,3,93,68,10,8,1,4,2,2,1
0,3,97,50,7,7,1,9,6,6,1
3,0,89,62,2,6,1,4,4,7,0
0,2,99,57,6,4,0,2,10,1,1
6,3,58,67,4,7,5,7,4,9,1
5,2,91,84,7,8,4,9,10,8,1
7,2,46,72,7,8,2,2,4,5,1
4,1,79,99,4,8,5,8,4,5,0
6,1,84,75,3,5,0,6,8,9,1
0,3,98,90,7,6,2,9,1,2,1
0,0,89,87,9,5,0,5,9,6,1
0,0,63,69,4,5,0,1,3,4,0
6,3,50,51,6,5,2,5,5,4,1
1,3,80,75,7,8,1,10,5,8,1
5,0,94,85,10,7,5,7,4,3,1
1,2,40,74,3,4,2,7,4,8,0
4,3,93,79,5,4,3,4,7,10,1
6,2,71,67,1,6,4,10,4,5,0
0,3,79,56,6,6,3,6,10,2,1
5,3,92,76,5,8,5,6,3,5,1
5,2,83,60,7,4,0,10,9,4,1
2,2,41,86,9,7,2,10,4,9,1
4,0,54,57,4,8,1,1,4,6,1
7,3,60,60,9,6,5,5,10,3,1
7,1,63,73,6,8,1,7,8,2,1
5,1,89,79,5,6,3,5,7,7,1
6,3,56,79,2,4,3,8,4,1,0
0,3,86,64,1,8,0,1,8,5,1
0,3,91,84,8,5,4,9,10,5,1
5,2,91,88,6,6,0,2,2,4,1
1,1,48,73,7,5,5,8,9,3,0
4,1,74,57,6,6,1,5,2,9,1
0,1,59,92,10,5,5,10,10,4,0
5,3,58,91,7,4,2,7,3,9,1
0,2,57,69,9,4,3,7,6,7,0
7,3,59,90,5,7,1,1,7,9,1
5,0,69,96,1,7,0,8,9,2,1
4,0,79,75,1,7,4,3,8,2,0
5,1,40,73,9,8,2,4,6,8,1
2,3,63,71,5,6,4,3,8,9,1
5,0,63,54,2,8,0,2,5,2,1
5,0,86,64,3,7,0,7,10,6,1
6,3,58,85,1,6,1,10,10,6,1
7,2,69,86,6,8,2,5,9,7,1
4,3,65,78,6,4,5,7,4,5,1
6,3,81,64,3,6,0,1,1,3,1
5,2,83,76,3,7,1,10,8,10,1
4,1,99,98,7,4,0,2,5,3,1
2,1,77,57,1,6,1,6,9,6,1
4,1,68,78,5,8,4,6,3,1,0
0,2,52,68,3,7,1,3,9,8,1
6,0,43,80,5,8,5,10,8,7,0
4,2,84,58,4,4,4,1,6,7,1
7,3,56,59,6,4,3,3,10,6,1
2,2,72,86,9,4,0,4,10,3,1
3,0,44,59,2,6,3,1,8,9,0
5,0,67,82,10,7,2,7,8,10,1
4,3,63,74,8,4,3,3,7,6,1
5,1,56,53,2,8,1,8,7,6,1
1,0,89,54,4,7,1,7,3,6,0
0,0,78,72,9,8,2,6,7,6,0
6,0,87,88,4,8,2,8,3,6,1
0,3,79,54,7,4,0,9,9,4,1
1,0,83,57,5,7,1,2,5,2,0
1,1,85,66,2,5,2,10,8,1,0
6,3,90,50,8,6,5,9,3,8,1
4,1,50,99,10,5,3,10,3,5,0
1,0,51,61,10,6,1,5,3,3,0
3,0,52,84,2,7,5,1,8,9,0
5,1,47,63,3,4,2,1,9,3,1
5,3,40,97,10,7,0,7,7,5,1
2,3,48,67,7,5,5,6,1,2,0
7,1,67,59,5,8,4,10,6,6,1
1,0,41,64,10,6,1,9,3,9,0
1,2,53,91,3,6,1,1,1,1,0
3,1,52,82,2,5,1,10,10,3,0
0,1,87,68,6,4,1,10,2,10,0
0,1,41,83,10,7,4,10,3,1,0
5,0,43,94,1,5,4,10,7,5,0
5,3,51,74,8,7,5,7,6,5,1
4,0,87,65,5,4,5,8,2,4,0
6,1,49,57,5,8,0,10,5,5,1
7,0,42,84,2,7,1,4,1,8,1
3,0,43,70,7,4,2,1,3,8,0
6,1,45,68,5,5,3,3,1,6,0
6,0,62,95,8,8,1,2,3,4,1
2,2,44,60,5,8,5,3,2,4,0
6,0,89,93,9,8,4,6,4,5,1
2,0,42,60,5,6,0,10,5,5,0
6,3,49,60,3,4,1,3,3,2,1
3,3,82,71,2,7,0,10,10,6,1
2,1,58,70,5,5,2,4,5,7,0
0,1,53,76,10,8,2,1,7,3,1
2,3,60,67,10,8,2,6,10,10,1
2,2,99,91,5,8,2,2,9,4,1
3,0,82,97,6,4,3,4,8,9,1
3,2,67,89,2,5,0,5,6,4,1
2,2,60,87,5,4,1,5,9,10,1
7,3,75,79,1,5,3,4,8,7,1
1,1,63,100,3,7,1,3,4,2,0
7,0,93,94,3,6,4,4,2,5,1
3,1,77,96,3,5,5,3,9,6,0
7,2,56,94,3,4,3,3,6,2,1
7,2,61,82,8,4,5,4,10,1,1
4,1,58,70,1,4,3,9,8,9,0
4,1,84,51,6,6,5,9,8,7,1
0,3,93,62,6,5,5,8,4,8,0
6,1,49,51,1,5,4,4,10,5,0
2,1,50,92,1,5,5,2,5,5,0
1,3,77,94,3,5,3,9,1,1,0
0,1,41,80,8,8,5,6,9,3,0
2,2,72,59,6,8,0,8,7,7,1
7,1,82,72,4,4,5,4,1,10,1
3,0,70,71,5,8,2,8,10,9,1
4,2,87,96,10,5,5,6,10,8,1
5,3,74,78,3,5,1,6,3,5,1
1,2,76,82,6,8,4,6,9,3,1
7,3,86,80,6,7,2,9,1,9,1
5,0,86,63,6,4,3,1,6,4,1
4,0,75,59,9,6,0,1,5,9,1
7,2,62,67,10,4,5,5,4,3,1
6,1,75,60,8,4,5,1,1,7,1
6,2,79,88,6,4,3,10,7,1,1
5,2,78,96,2,8,4,9,1,10,1
3,0,65,52,4,4,3,4,1,5,0
7,3,64,51,6,5,0,2,2,9,1
2,2,56,57,9,4,5,3,9,9,1
7,1,54,80,2,5,3,9,1,6,0
3,0,76,57,6,8,3,8,8,6,0
7,2,84,92,10,8,5,3,1,3,1
5,2,43,97,10,4,3,8,1,9,1
3,1,61,51,10,5,5,4,9,1,0
4,2,56,71,7,5,3,6,8,7,1
1,2,61,54,8,5,0,4,1,3,0
3,2,56,56,9,5,1,5,7,2,1
7,2,53,69,5,6,2,10,8,5,1
4,1,53,77,9,8,4,9,2,5,0
1,2,56,62,9,5,1,2,4,2,1
6,2,47,51,7,6,0,9,2,8,1
2,2,73,81,2,6,4,3,6,2,0
5,0,65,75,8,8,4,5,5,8,1
7,1,84,52,5,7,5,7,5,6,1
7,0,69,90,8,4,5,2,8,10,1
6,0,61,91,2,8,3,4,1,4,0
2,1,55,62,7,7,2,1,10,3,1
6,0,69,70,5,4,5,3,2,9,0
0,0,55,94,4,4,2,6,1,6,0
6,0,77,86,10,4,0,2,4,5,1
4,1,93,72,6,6,5,8,2,10,1
1,2,63,56,5,5,1,7,10,3,0
7,3,75,66,6,4,3,3,7,3,1
6,3,74,77,9,5,2,1,5,6,1
7,1,45,96,1,4,3,10,5,10,0
3,3,43,79,1,6,1,4,1,4,1
2,1,57,54,6,4,4,4,2,4,0
6,1,45,73,2,8,1,5,5,8,1
1,3,65,56,8,7,4,3,7,2,1
4,0,76,83,7,4,1,2,1,6,1
0,2,66,99,6,7,3,2,7,9,1
7,3,80,91,4,7,1,8,2,3,1
2,3,50,82,9,6,5,7,2,5,1
5,3,77,76,7,7,2,1,9,7,1
1,3,55,63,7,6,2,9,8,1,1
5,1,58,68,5,4,0,3,10,8,1
1,1,82,97,1,5,5,3,4,6,0
1,2,92,100,2,6,2,1,5,4,1
4,2,54,87,8,7,2,4,9,6,1
4,3,65,61,5,7,4,10,4,2,0
4,3,95,52,2,4,5,2,10,4,1
6,3,80,56,5,6,3,3,8,8,1
3,2,95,84,8,4,3,1,5,4,1
1,3,70,74,4,6,4,3,1,5,0
2,0,58,98,3,5,2,4,7,2,0
5,2,96,64,5,8,1,6,10,3,1
4,0,90,68,7,4,4,3,3,3,0
6,3,63,68,2,7,3,6,7,2,1
4,1,97,72,1,4,0,2,8,8,1
5,0,48,60,5,6,3,8,4,3,0
5,2,62,70,7,4,1,5,6,1,1
7,0,43,83,8,5,3,1,10,2,1
1,2,49,88,8,6,4,6,7,8,1
4,3,48,100,10,7,0,3,8,1,1
5,0,58,56,9,7,3,4,3,1,0
3,1,54,91,1,6,4,10,7,1,0
3,0,90,93,7,5,4,8,5,10,0
4,1,73,76,10,4,4,8,7,8,1
6,2,81,99,8,8,0,8,6,6,1
5,3,58,72,6,7,4,5,5,7,1
7,3,88,87,10,5,0,1,3,4,1
1,1,91,69,4,5,5,9,10,8,0
1,2,95,76,7,5,1,9,2,2,0
6,3,60,57,3,4,1,8,3,9,1
7,2,73,86,2,5,1,3,2,4,1
1,1,90,52,6,5,5,6,3,1,0
7,1,56,51,2,6,4,7,2,2,0
0,0,57,71,6,6,0,4,1,8,0
4,3,56,55,10,5,5,10,9,9,1
1,3,41,88,3,5,1,7,10,5,1
3,0,90,89,2,6,2,9,5,4,0
5,1,40,85,8,4,1,6,9,10,1
7,1,82,93,4,6,4,2,8,7,1
7,1,96,73,4,6,5,6,7,2,1
2,1,49,61,7,6,2,3,6,7,1
6,2,76,66,8,6,5,7,4,9,1
2,3,87,71,9,8,3,3,10,2,1
1,3,95,68,10,7,2,8,10,8,1
2,1,44,58,8,4,3,5,7,6,0
2,1,95,61,4,4,2,3,7,6,1
0,1,94,81,2,5,0,1,1,4,0
7,3,51,80,10,8,2,5,9,9,1
3,3,75,66,5,5,1,10,4,8,1
6,1,70,72,7,4,3,10,7,7,1
3,2,94,59,2,4,3,3,9,5,1
0,0,77,79,4,5,5,4,2,5,0
0,0,90,68,6,7,1,10,8,2,0
2,0,48,75,8,5,0,4,4,5,0
4,3,83,75,10,7,2,3,4,3,1
7,3,65,60,6,7,0,6,3,7,1
5,0,54,69,6,6,1,6,10,9,1
7,0,55,94,6,4,2,1,4,10,1
5,2,52,53,4,6,1,4,9,6,1
2,3,64,96,3,4,3,1,1,10,1
5,3,69,61,1,6,3,7,9,7,1
0,0,92,74,2,7,3,7,10,7,0
3,2,95,59,2,6,4,6,9,7,1
5,2,46,71,10,8,4,2,1,4,1
7,0,96,56,7,6,3,4,9,6,1
6,0,94,73,6,6,4,3,6,7,1
2,3,91,51,8,6,4,8,8,10,1
4,0,43,81,9,8,5,2,8,4,1
2,1,82,70,5,4,1,10,8,9,1
1,2,79,56,3,6,5,2,8,9,1
2,0,77,57,4,4,2,1,1,4,0
0,1,96,100,8,5,3,9,1,8,0
3,2,69,87,3,7,5,3,7,8,1
3,1,49,70,2,5,5,8,9,2,0
6,1,69,57,7,8,4,7,10,6,1
5,0,78,74,4,8,1,1,8,9,1
0,2,46,77,8,4,1,6,5,8,1
1,1,75,77,1,4,5,8,8,1,0
0,3,74,80,8,6,2,6,9,5,1
2,2,63,85,5,5,1,9,7,5,1
0,3,78,74,2,4,0,10,10,9,1
0,0,75,90,1,4,0,3,3,2,0
6,3,84,86,6,4,3,6,9,5,1
1,2,59,87,9,7,5,10,5,1,0
2,1,88,100,9,4,2,4,8,8,1
4,1,71,61,9,7,5,10,1,8,0
6,2,98,86,4,8,0,3,1,2,1
4,1,78,86,6,6,2,8,3,10,1
6,3,88,80,10,5,3,7,2,1,1
3,1,65,67,6,4,1,7,5,3,0
7,1,65,75,5,7,1,5,9,9,1
6,3,75,55,2,4,1,1,9,7,1
5,3,82,58,7,4,0,6,8,7,1
0,3,74,60,1,7,2,6,5,10,1
3,0,82,80,6,4,0,3,3,4,1
1,3,74,95,5,5,4,5,6,5,1
4,3,51,51,5,8,2,9,8,7,1
7,0,72,78,8,6,3,7,6,2,1
7,1,75,95,9,4,0,8,7,3,1
6,3,53,100,7,7,1,9,7,3,1
0,2,72,91,10,5,1,6,7,7,1
1,3,85,54,8,4,1,5,9,7,1
5,3,84,72,2,8,0,10,9,6,1
1,0,84,85,2,8,0,5,1,1,0
0,2,63,56,8,7,1,5,3,10,1
5,1,54,62,6,4,1,4,5,8,1
1,1,70,91,8,4,1,2,4,10,1
5,2,56,59,9,4,4,7,1,10,1
6,3,51,85,9,8,0,7,1,4,1
6,0,61,65,6,4,1,8,4,8,1
0,2,62,64,8,4,3,8,5,7,0
0,2,65,92,2,4,1,8,4,1,0
5,1,53,68,8,4,0,9,2,7,1
2,0,51,70,3,7,3,6,5,4,0
3,2,89,84,1,8,5,4,10,5,1
7,0,43,64,7,6,5,2,3,6,1
1,3,98,97,1,7,5,5,7,5,1
1,1,85,63,1,4,0,6,4,2,0
2,3,90,78,1,6,0,7,2,8,1
2,0,52,54,4,5,0,6,8,8,0
2,3,96,98,4,6,2,4,10,5,1
4,1,94,67,10,7,3,4,2,5,1
4,0,57,100,6,8,4,7,7,7,0
5,2,82,50,10,7,4,1,8,2,1
4,3,67,76,3,8,2,3,10,5,1
6,1,77,76,10,8,0,10,3,1,1
6,2,80,74,6,8,4,2,6,4,1
0,1,83,90,7,5,3,2,4,8,0
7,0,58,70,1,6,1,7,2,1,0
5,0,85,63,6,7,3,5,8,10,1
7,3,86,69,10,7,0,3,2,1,1
1,1,82,77,1,8,3,9,9,4,0
3,1,77,70,7,5,5,9,9,10,0
0,1,85,72,10,5,0,3,8,5,1
1,0,42,60,5,4,3,2,10,9,0
1,3,58,51,10,5,2,3,3,5,1
5,1,59,69,4,8,3,9,8,1,0
2,1,64,73,1,8,5,8,5,3,0
2,2,50,74,9,6,4,3,10,4,1
7,1,95,86,7,8,1,4,5,7,1
0,3,56,71,2,6,2,5,2,2,0
2,2,99,73,4,5,3,4,3,4,0
1,2,98,64,4,4,0,2,8,8,1
2,2,88,61,8,7,2,9,1,5,1
4,0,94,95,2,8,4,2,4,6,0
2,2,74,80,5,5,1,5,6,3,1
1,1,53,92,10,8,5,9,9,4,0
7,0,98,80,8,6,1,8,8,9,1
5,0,78,79,6,5,3,1,10,2,1
0,0,96,90,4,7,5,3,5,3,0
3,0,58,69,5,6,4,10,7,2,0
2,0,42,57,2,5,4,9,8,2,0
6,0,73,93,5,7,1,3,9,9,1
6,0,97,79,3,6,1,4,3,8,1
7,2,88,84,3,7,4,3,8,7,1
1,3,80,70,7,5,1,7,3,9,1
3,1,61,96,3,6,0,9,1,8,1
3,1,77,89,4,4,1,4,4,9,1
4,2,95,77,7,8,0,9,7,2,1
3,2,66,88,3,4,5,2,9,7,1
6,0,60,66,10,7,1,2,10,9,1
5,3,80,61,10,5,2,9,7,9,1
1,0,70,99,2,8,2,7,10,8,0
1,2,66,67,10,5,5,5,5,1,0
2,0,76,96,7,7,5,5,1,3,0
2,1,41,77,5,5,2,9,1,8,0
2,1,93,52,1,6,5,4,9,3,0
6,0,86,100,10,6,0,1,4,4,1
6,3,48,64,8,7,0,6,3,10,1
7,0,58,65,3,5,3,3,5,2,0
6,0,81,71,7,7,3,2,7,3,1
6,3,75,98,6,8,1,4,7,5,1
6,3,49,80,10,5,0,9,5,6,1
6,3,98,80,6,6,2,8,8,6,1
5,1,79,50,8,4,2,7,5,7,1
6,0,93,60,4,6,2,2,10,10,1
7,2,84,55,4,5,1,1,4,8,1
3,3,78,72,3,5,0,7,6,6,1
3,3,46,58,1,5,5,10,3,10,0
4,0,43,65,10,5,1,5,4,6,1
5,2,54,87,3,8,5,8,8,2,0
2,0,51,93,1,4,4,5,10,3,0
0,0,87,68,6,6,4,10,10,6,0
6,3,45,94,8,8,3,5,3,6,1
4,3,99,62,3,7,5,8,10,6,1
0,1,48,81,4,5,0,9,3,4,0
7,2,74,85,5,6,5,2,6,2,1
3,2,47,58,7,7,5,8,8,8,1
4,3,46,95,6,4,2,7,10,2,1
7,3,43,95,2,6,0,8,2,3,1
4,3,97,98,7,8,5,3,1,1,1
1,2,52,86,8,7,5,4,10,9,1
7,1,58,80,1,6,5,7,1,3,0
3,2,46,80,6,8,3,5,7,2,1
3,3,49,68,9,5,2,7,2,6,1
5,3,64,51,7,6,1,6,9,8,1
4,1,83,94,5,5,2,4,10,4,1
6,0,97,81,10,7,5,2,4,1,1
3,0,74,92,10,7,5,6,7,7,1
4,2,97,83,9,7,4,6,5,3,1
5,0,64,50,2,5,1,6,5,5,0
6,0,68,70,7,5,5,1,7,2,0
7,2,95,52,9,8,2,6,9,8,1
5,3,51,76,2,6,1,2,4,3,1
1,0,90,93,10,8,4,10,9,9,1
6,3,86,56,6,5,4,5,9,1,1
4,2,79,82,9,6,0,7,8,6,1
3,3,51,58,3,7,5,10,1,3,0
3,3,91,79,8,8,4,1,10,4,1
4,2,45,67,5,8,4,5,9,4,1
4,3,99,75,7,8,4,9,3,8,1
4,0,49,69,3,5,5,3,8,9,0
2,0,41,87,8,6,3,2,5,5,0
6,0,95,90,2,7,4,10,6,10,1
3,0,84,80,8,5,0,2,3,10,1
6,3,64,57,2,7,1,3,7,3,1
5,0,46,72,7,4,3,1,2,9,0
3,3,79,99,2,4,1,2,3,1,1
2,1,62,74,7,7,1,6,2,1,0
4,3,87,96,1,4,0,8,9,3,1
1,0,50,50,6,6,3,4,3,2,0
4,1,97,95,10,6,5,2,8,8,1
7,2,75,67,7,5,2,5,6,5,1
4,3,88,68,4,7,4,3,1,10,1
2,0,87,100,1,5,1,5,6,1,0
6,0,90,91,6,6,1,3,8,3,1
3,0,62,55,4,6,0,4,10,3,1
4,2,98,66,3,6,5,5,3,2,0
3,1,82,95,4,8,0,7,7,9,1
0,1,46,94,6,4,0,2,6,1,0
5,0,66,57,5,5,3,6,1,10,0
6,3,52,91,2,5,5,6,2,5,0
3,0,90,58,2,6,4,6,5,9,0
1,0,56,86,3,8,3,7,7,3,0
5,3,71,76,6,5,0,3,4,10,1
7,0,65,85,1,5,0,5,6,3,1
7,2,96,55,7,8,5,9,2,7,1
1,0,99,55,8,6,5,9,5,1,0
4,2,61,94,7,8,1,7,10,9,1
5,0,52,53,3,4,3,9,3,7,0
3,1,51,71,6,5,3,3,1,8,0
5,3,46,89,4,4,5,7,6,2,0
4,1,40,76,5,5,4,1,9,3,0
2,0,72,86,3,4,3,7,10,9,0
6,0,91,51,5,5,5,3,8,4,0
1,2,94,58,6,6,4,3,4,5,1
4,0,53,60,8,7,2,7,8,9,1
