age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,"blue-collar","married","secondary",1,840,0,1,"unknown",6,"may",310,2,-1,0,"unknown",1
37,"services","married","secondary",1,358,0,1,"unknown",6,"may",390,3,-1,0,"unknown",1
30,"technician","single","secondary",1,0,0,1,"unknown",6,"may",369,1,-1,0,"unknown",1
37,"blue-collar","married","primary",1,-325,0,0,"unknown",6,"may",112,2,-1,0,"unknown",1
36,"technician","single","secondary",1,-15,0,1,"unknown",6,"may",341,3,-1,0,"unknown",1
38,"technician","married","secondary",1,581,0,1,"unknown",6,"may",79,1,-1,0,"unknown",1
41,"admin.","divorced","primary",1,4070,0,1,"unknown",6,"may",140,2,-1,0,"unknown",1
48,"retired","married","secondary",1,74,1,0,"unknown",6,"may",315,1,-1,0,"unknown",1
55,"services","divorced","secondary",1,141,0,1,"unknown",6,"may",262,2,-1,0,"unknown",1
28,"services","divorced","secondary",1,89,1,1,"unknown",6,"may",174,2,-1,0,"unknown",1
54,"services","married","secondary",0,0,0,1,"unknown",6,"may",138,3,-1,0,"unknown",1
30,"blue-collar","married","secondary",1,450,1,1,"unknown",6,"may",526,2,-1,0,"unknown",1
48,"technician","married","tertiary",1,310,1,1,"unknown",6,"may",135,1,-1,0,"unknown",1
31,"self-employed","married","secondary",1,0,0,1,"unknown",6,"may",36,5,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,384,0,1,"unknown",6,"may",1906,3,-1,0,"unknown",1
37,"blue-collar","married","secondary",1,395,0,1,"unknown",6,"may",219,2,-1,0,"unknown",1
37,"services","single","unknown",1,-118,0,1,"unknown",6,"may",147,2,-1,0,"unknown",1
56,"blue-collar","married","primary",1,5,0,0,"unknown",6,"may",407,2,-1,0,"unknown",1
51,"blue-collar","married","secondary",1,50,0,0,"unknown",6,"may",121,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,285,0,0,"unknown",6,"may",209,1,-1,0,"unknown",1
49,"technician","married","unknown",1,15,1,1,"unknown",6,"may",92,2,-1,0,"unknown",1
51,"blue-collar","married","primary",1,653,0,0,"unknown",6,"may",208,1,-1,0,"unknown",1
43,"self-employed","married","secondary",1,918,0,1,"unknown",6,"may",193,1,-1,0,"unknown",1
32,"services","married","secondary",1,243,0,0,"unknown",6,"may",144,1,-1,0,"unknown",1
29,"technician","single","tertiary",1,405,0,1,"unknown",6,"may",65,1,-1,0,"unknown",1
48,"management","divorced","tertiary",1,1328,0,1,"unknown",6,"may",339,1,-1,0,"unknown",1
55,"services","married","primary",1,255,0,1,"unknown",6,"may",285,1,-1,0,"unknown",1
53,"blue-collar","married","secondary",1,3397,0,1,"unknown",6,"may",231,1,-1,0,"unknown",1
47,"technician","married","unknown",1,2106,0,1,"unknown",6,"may",168,1,-1,0,"unknown",1
39,"management","married","tertiary",1,2877,0,1,"unknown",6,"may",278,1,-1,0,"unknown",1
31,"blue-collar","single","tertiary",1,60,0,0,"unknown",6,"may",389,1,-1,0,"unknown",1
39,"blue-collar","married","primary",1,2226,0,1,"unknown",6,"may",158,1,-1,0,"unknown",1
40,"blue-collar","married","primary",1,2880,0,1,"unknown",6,"may",145,2,-1,0,"unknown",1
40,"technician","single","unknown",1,-5,0,1,"unknown",6,"may",78,2,-1,0,"unknown",1
48,"technician","married","secondary",1,147,1,1,"unknown",6,"may",142,3,-1,0,"unknown",1
33,"technician","divorced","secondary",1,7,0,0,"unknown",6,"may",87,1,-1,0,"unknown",1
40,"technician","married","secondary",1,109,0,1,"unknown",6,"may",147,2,-1,0,"unknown",1
59,"retired","married","primary",1,-119,0,1,"unknown",6,"may",289,1,-1,0,"unknown",1
30,"technician","married","secondary",1,484,0,1,"unknown",6,"may",703,1,-1,0,"unknown",0
31,"management","single","tertiary",1,1852,0,1,"unknown",6,"may",170,3,-1,0,"unknown",1
35,"unemployed","married","secondary",1,533,0,1,"unknown",6,"may",802,1,-1,0,"unknown",1
54,"technician","divorced","secondary",1,21,0,1,"unknown",6,"may",381,2,-1,0,"unknown",1
34,"admin.","single","unknown",1,2434,0,1,"unknown",6,"may",218,4,-1,0,"unknown",1
32,"technician","married","secondary",1,90,0,0,"unknown",6,"may",57,2,-1,0,"unknown",1
56,"admin.","divorced","unknown",1,4246,0,1,"unknown",6,"may",304,2,-1,0,"unknown",1
32,"admin.","single","tertiary",1,395,0,1,"unknown",6,"may",241,3,-1,0,"unknown",1
42,"blue-collar","married","primary",1,15,0,1,"unknown",6,"may",230,1,-1,0,"unknown",1
33,"services","married","tertiary",1,85,1,1,"unknown",6,"may",262,3,-1,0,"unknown",1
52,"entrepreneur","married","tertiary",1,-184,0,0,"unknown",6,"may",392,2,-1,0,"unknown",1
52,"services","married","secondary",1,660,1,1,"unknown",6,"may",201,2,-1,0,"unknown",1
52,"blue-collar","divorced","primary",0,-183,0,1,"unknown",6,"may",145,1,-1,0,"unknown",1
30,"unemployed","divorced","secondary",1,1144,0,1,"unknown",6,"may",252,1,-1,0,"unknown",1
44,"services","divorced","secondary",1,1,0,1,"unknown",6,"may",235,4,-1,0,"unknown",1
35,"admin.","married","secondary",1,69,0,0,"unknown",6,"may",235,2,-1,0,"unknown",1
55,"management","single","secondary",1,220,0,1,"unknown",6,"may",328,2,-1,0,"unknown",1
33,"blue-collar","married","primary",1,332,0,1,"unknown",6,"may",116,2,-1,0,"unknown",1
37,"blue-collar","single","secondary",1,240,0,1,"unknown",6,"may",246,1,-1,0,"unknown",1
42,"technician","single","secondary",1,0,0,1,"unknown",6,"may",293,1,-1,0,"unknown",1
43,"unemployed","married","secondary",1,0,0,1,"unknown",6,"may",37,2,-1,0,"unknown",1
38,"entrepreneur","married","tertiary",1,898,0,1,"unknown",6,"may",132,2,-1,0,"unknown",1
37,"technician","married","secondary",1,123,0,0,"unknown",6,"may",530,2,-1,0,"unknown",1
31,"student","single","secondary",1,252,0,1,"unknown",6,"may",175,3,-1,0,"unknown",1
41,"management","married","tertiary",1,65,0,1,"unknown",6,"may",524,2,-1,0,"unknown",1
41,"technician","married","secondary",1,-366,0,0,"unknown",6,"may",29,3,-1,0,"unknown",1
29,"student","single","secondary",1,209,0,1,"unknown",6,"may",311,2,-1,0,"unknown",1
38,"admin.","single","secondary",1,221,0,1,"unknown",6,"may",211,2,-1,0,"unknown",1
44,"self-employed","divorced","tertiary",1,4,0,1,"unknown",6,"may",312,3,-1,0,"unknown",1
39,"admin.","married","secondary",1,104,0,1,"unknown",6,"may",412,1,-1,0,"unknown",1
28,"technician","single","secondary",1,312,0,1,"unknown",6,"may",392,1,-1,0,"unknown",1
33,"blue-collar","married","secondary",1,-349,0,1,"unknown",6,"may",191,1,-1,0,"unknown",1
41,"services","married","unknown",1,4,1,1,"unknown",6,"may",284,2,-1,0,"unknown",1
40,"blue-collar","married","primary",1,-322,0,0,"unknown",6,"may",144,1,-1,0,"unknown",1
29,"admin.","married","secondary",1,-150,0,1,"unknown",6,"may",328,1,-1,0,"unknown",1
38,"management","married","unknown",1,1349,0,1,"unknown",6,"may",100,1,-1,0,"unknown",1
32,"admin.","married","tertiary",1,281,0,1,"unknown",6,"may",226,1,-1,0,"unknown",1
45,"services","married","secondary",1,1259,0,1,"unknown",6,"may",507,1,-1,0,"unknown",1
33,"admin.","single","secondary",1,101,0,1,"unknown",6,"may",392,1,-1,0,"unknown",1
34,"blue-collar","married","secondary",1,848,0,1,"unknown",6,"may",684,2,-1,0,"unknown",1
41,"entrepreneur","married","unknown",1,89,0,1,"unknown",6,"may",333,2,-1,0,"unknown",1
41,"blue-collar","married","secondary",1,140,0,1,"unknown",6,"may",311,3,-1,0,"unknown",1
35,"admin.","single","secondary",1,148,0,1,"unknown",6,"may",128,2,-1,0,"unknown",1
40,"technician","single","secondary",1,200,0,1,"unknown",6,"may",322,2,-1,0,"unknown",1
60,"self-employed","married","primary",1,46,0,1,"unknown",6,"may",202,4,-1,0,"unknown",1
47,"services","divorced","secondary",1,201,0,1,"unknown",6,"may",92,2,-1,0,"unknown",1
46,"blue-collar","married","primary",1,530,0,1,"unknown",6,"may",739,3,-1,0,"unknown",1
31,"blue-collar","single","secondary",1,0,0,1,"unknown",6,"may",273,2,-1,0,"unknown",1
49,"self-employed","married","secondary",1,1,0,1,"unknown",6,"may",260,3,-1,0,"unknown",1
29,"blue-collar","married","secondary",1,43,0,1,"unknown",6,"may",268,2,-1,0,"unknown",1
31,"management","single","tertiary",1,-173,0,1,"unknown",6,"may",396,2,-1,0,"unknown",1
38,"management","married","tertiary",1,389,0,1,"unknown",6,"may",262,1,-1,0,"unknown",1
37,"blue-collar","married","primary",1,215,0,0,"unknown",6,"may",308,3,-1,0,"unknown",1
35,"technician","married","secondary",1,-131,0,1,"unknown",6,"may",467,2,-1,0,"unknown",1
31,"management","single","secondary",1,783,0,1,"unknown",6,"may",320,1,-1,0,"unknown",1
41,"admin.","married","secondary",1,0,0,1,"unknown",6,"may",160,3,-1,0,"unknown",1
46,"services","married","unknown",1,80,0,1,"unknown",6,"may",245,2,-1,0,"unknown",1
40,"services","divorced","secondary",1,105,0,1,"unknown",6,"may",189,2,-1,0,"unknown",1
29,"admin.","married","secondary",1,182,0,0,"unknown",6,"may",477,1,-1,0,"unknown",1
49,"admin.","married","secondary",1,82,0,1,"unknown",6,"may",310,1,-1,0,"unknown",1
42,"management","married","tertiary",1,0,0,1,"unknown",6,"may",65,3,-1,0,"unknown",1
54,"services","married","secondary",1,510,0,1,"unknown",6,"may",196,2,-1,0,"unknown",1
40,"management","single","tertiary",1,242,0,1,"unknown",6,"may",221,2,-1,0,"unknown",1
53,"admin.","married","secondary",1,244,0,0,"unknown",6,"may",197,2,-1,0,"unknown",1
49,"management","married","tertiary",1,92,0,1,"unknown",6,"may",221,2,-1,0,"unknown",1
40,"blue-collar","married","primary",0,0,0,1,"unknown",6,"may",64,2,-1,0,"unknown",1
29,"student","single","secondary",1,948,0,1,"unknown",6,"may",75,2,-1,0,"unknown",1
36,"blue-collar","married","primary",1,23,0,1,"unknown",6,"may",400,2,-1,0,"unknown",1
37,"technician","married","secondary",1,710,0,1,"unknown",6,"may",378,3,-1,0,"unknown",1
39,"services","married","secondary",1,1205,0,1,"unknown",6,"may",118,2,-1,0,"unknown",1
36,"technician","married","secondary",1,368,0,0,"unknown",6,"may",1597,2,-1,0,"unknown",0
44,"entrepreneur","married","tertiary",1,1631,0,1,"unknown",6,"may",346,2,-1,0,"unknown",1
40,"admin.","married","secondary",1,6,0,1,"unknown",6,"may",60,3,-1,0,"unknown",1
49,"blue-collar","married","secondary",1,26,0,1,"unknown",6,"may",276,2,-1,0,"unknown",1
30,"technician","single","unknown",1,-48,0,1,"unknown",6,"may",152,2,-1,0,"unknown",1
57,"management","married","tertiary",1,2142,0,1,"unknown",6,"may",251,3,-1,0,"unknown",1
24,"services","single","secondary",1,77,0,0,"unknown",6,"may",390,2,-1,0,"unknown",1
46,"blue-collar","married","unknown",1,401,0,1,"unknown",6,"may",306,2,-1,0,"unknown",1
33,"admin.","married","secondary",1,21,1,1,"unknown",6,"may",189,3,-1,0,"unknown",1
43,"services","divorced","secondary",1,0,0,1,"unknown",6,"may",125,2,-1,0,"unknown",1
43,"admin.","single","secondary",1,-497,0,1,"unknown",6,"may",234,2,-1,0,"unknown",1
40,"blue-collar","divorced","primary",1,369,1,1,"unknown",6,"may",79,2,-1,0,"unknown",1
44,"technician","single","unknown",1,78,0,1,"unknown",6,"may",13,6,-1,0,"unknown",1
35,"technician","single","tertiary",1,226,0,0,"unknown",6,"may",283,3,-1,0,"unknown",1
47,"technician","married","secondary",1,503,0,1,"unknown",6,"may",109,2,-1,0,"unknown",1
33,"blue-collar","married","secondary",1,372,0,1,"unknown",6,"may",132,2,-1,0,"unknown",1
31,"admin.","married","secondary",1,0,0,0,"unknown",6,"may",144,2,-1,0,"unknown",1
40,"blue-collar","divorced","secondary",1,0,0,1,"unknown",6,"may",121,2,-1,0,"unknown",1
36,"entrepreneur","married","tertiary",1,125,0,1,"unknown",6,"may",95,3,-1,0,"unknown",1
56,"retired","divorced","primary",1,4,0,1,"unknown",6,"may",31,3,-1,0,"unknown",1
40,"admin.","single","unknown",1,419,0,1,"unknown",6,"may",112,3,-1,0,"unknown",1
41,"admin.","divorced","secondary",1,322,0,1,"unknown",6,"may",87,4,-1,0,"unknown",1
53,"retired","married","secondary",1,303,0,1,"unknown",6,"may",593,2,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,607,0,1,"unknown",6,"may",99,2,-1,0,"unknown",1
44,"blue-collar","divorced","secondary",1,579,0,1,"unknown",6,"may",198,2,-1,0,"unknown",1
38,"admin.","married","secondary",1,3047,0,1,"unknown",6,"may",285,2,-1,0,"unknown",1
54,"technician","divorced","secondary",1,83,0,1,"unknown",6,"may",190,3,-1,0,"unknown",1
58,"management","married","tertiary",1,68,0,1,"unknown",6,"may",172,5,-1,0,"unknown",1
52,"blue-collar","married","primary",1,58,0,1,"unknown",6,"may",213,3,-1,0,"unknown",1
28,"admin.","single","secondary",1,251,0,1,"unknown",6,"may",178,2,-1,0,"unknown",1
36,"blue-collar","married","secondary",1,688,0,1,"unknown",6,"may",174,2,-1,0,"unknown",1
60,"retired","married","primary",1,364,0,1,"unknown",6,"may",631,2,-1,0,"unknown",1
42,"services","divorced","secondary",1,55,0,1,"unknown",6,"may",176,5,-1,0,"unknown",1
42,"admin.","married","secondary",1,101,0,1,"unknown",6,"may",32,3,-1,0,"unknown",1
44,"management","married","tertiary",1,105,0,1,"unknown",6,"may",1529,2,-1,0,"unknown",1
51,"blue-collar","divorced","primary",1,325,0,1,"unknown",6,"may",254,2,-1,0,"unknown",1
49,"blue-collar","married","primary",1,198,0,1,"unknown",6,"may",200,2,-1,0,"unknown",1
47,"entrepreneur","married","unknown",1,209,0,1,"unknown",6,"may",135,2,-1,0,"unknown",1
37,"blue-collar","married","secondary",1,183,0,1,"unknown",6,"may",112,4,-1,0,"unknown",1
34,"management","married","tertiary",1,105,0,1,"unknown",6,"may",314,3,-1,0,"unknown",1
35,"services","married","secondary",1,109,0,1,"unknown",6,"may",597,3,-1,0,"unknown",1
35,"blue-collar","single","secondary",1,376,0,0,"unknown",6,"may",207,3,-1,0,"unknown",1
40,"blue-collar","married","primary",1,-7,0,1,"unknown",6,"may",410,2,-1,0,"unknown",1
55,"technician","married","secondary",1,0,1,1,"unknown",6,"may",160,3,-1,0,"unknown",1
55,"retired","married","secondary",1,143,0,1,"unknown",6,"may",42,3,-1,0,"unknown",1
35,"management","single","tertiary",1,550,0,1,"unknown",6,"may",55,2,-1,0,"unknown",1
57,"blue-collar","married","primary",1,162,0,1,"unknown",6,"may",155,2,-1,0,"unknown",1
53,"management","married","tertiary",1,115,0,1,"unknown",6,"may",336,3,-1,0,"unknown",1
41,"blue-collar","married","primary",1,512,0,1,"unknown",6,"may",233,2,-1,0,"unknown",1
57,"blue-collar","married","unknown",1,807,0,1,"unknown",6,"may",211,2,-1,0,"unknown",1
45,"blue-collar","married","unknown",1,248,0,1,"unknown",6,"may",88,5,-1,0,"unknown",1
43,"blue-collar","married","primary",1,1211,0,1,"unknown",6,"may",208,3,-1,0,"unknown",1
56,"self-employed","married","unknown",1,7,1,1,"unknown",6,"may",305,2,-1,0,"unknown",1
31,"entrepreneur","married","tertiary",1,281,0,1,"unknown",6,"may",206,2,-1,0,"unknown",1
37,"blue-collar","single","secondary",1,88,0,1,"unknown",6,"may",128,2,-1,0,"unknown",1
30,"management","married","tertiary",1,32,0,1,"unknown",6,"may",122,3,-1,0,"unknown",1
30,"admin.","single","secondary",1,115,0,1,"unknown",6,"may",66,3,-1,0,"unknown",1
54,"blue-collar","married","secondary",1,254,0,1,"unknown",6,"may",66,2,-1,0,"unknown",1
36,"management","married","tertiary",1,144,0,1,"unknown",6,"may",164,2,-1,0,"unknown",1
55,"unemployed","married","tertiary",1,383,1,1,"unknown",6,"may",343,3,-1,0,"unknown",1
37,"admin.","single","secondary",1,569,0,0,"unknown",6,"may",126,2,-1,0,"unknown",1
38,"housemaid","married","secondary",1,0,0,1,"unknown",6,"may",59,3,-1,0,"unknown",1
48,"admin.","married","secondary",1,3754,0,1,"unknown",6,"may",249,3,-1,0,"unknown",1
55,"housemaid","divorced","tertiary",1,6920,0,1,"unknown",6,"may",406,3,-1,0,"unknown",1
59,"services","married","secondary",1,307,0,0,"unknown",6,"may",250,7,-1,0,"unknown",1
37,"technician","married","secondary",1,-421,0,1,"unknown",6,"may",183,5,-1,0,"unknown",1
33,"blue-collar","divorced","secondary",1,60,1,1,"unknown",6,"may",190,3,-1,0,"unknown",1
44,"blue-collar","married","primary",1,67,0,1,"unknown",6,"may",220,2,-1,0,"unknown",1
57,"technician","married","secondary",1,402,0,1,"unknown",6,"may",153,3,-1,0,"unknown",1
30,"self-employed","single","tertiary",1,800,1,1,"unknown",6,"may",95,2,-1,0,"unknown",1
42,"technician","married","tertiary",1,239,0,0,"unknown",6,"may",191,3,-1,0,"unknown",1
51,"blue-collar","divorced","secondary",1,421,0,1,"unknown",6,"may",216,2,-1,0,"unknown",1
44,"admin.","divorced","secondary",1,161,0,1,"unknown",7,"may",89,2,-1,0,"unknown",1
46,"technician","married","secondary",0,289,1,1,"unknown",7,"may",51,3,-1,0,"unknown",1
29,"student","single","secondary",1,110,0,1,"unknown",7,"may",169,3,-1,0,"unknown",1
39,"blue-collar","married","primary",1,245,0,1,"unknown",7,"may",148,3,-1,0,"unknown",1
42,"services","married","secondary",1,0,0,1,"unknown",7,"may",132,3,-1,0,"unknown",1
50,"blue-collar","married","primary",1,156,0,1,"unknown",7,"may",117,3,-1,0,"unknown",1
42,"technician","single","secondary",1,0,0,1,"unknown",7,"may",275,4,-1,0,"unknown",1
39,"admin.","married","secondary",1,20,0,1,"unknown",7,"may",124,2,-1,0,"unknown",1
55,"technician","single","tertiary",1,92,0,1,"unknown",7,"may",118,3,-1,0,"unknown",1
46,"services","married","secondary",1,89,0,1,"unknown",7,"may",479,2,-1,0,"unknown",1
42,"blue-collar","married","secondary",1,166,0,1,"unknown",7,"may",285,3,-1,0,"unknown",1
45,"management","married","tertiary",1,103,0,1,"unknown",7,"may",35,4,-1,0,"unknown",1
43,"blue-collar","married","primary",1,-454,0,1,"unknown",7,"may",322,2,-1,0,"unknown",1
42,"admin.","married","secondary",1,445,0,1,"unknown",7,"may",202,2,-1,0,"unknown",1
30,"admin.","married","secondary",1,4,1,1,"unknown",7,"may",172,8,-1,0,"unknown",1
47,"blue-collar","married","secondary",1,1001,0,1,"unknown",7,"may",201,4,-1,0,"unknown",1
51,"services","divorced","secondary",1,-69,0,1,"unknown",7,"may",216,3,-1,0,"unknown",1
38,"technician","single","secondary",1,42,0,1,"unknown",7,"may",195,2,-1,0,"unknown",1
57,"technician","married","unknown",1,1617,0,1,"unknown",7,"may",96,2,-1,0,"unknown",1
42,"management","divorced","tertiary",1,221,0,1,"unknown",7,"may",720,2,-1,0,"unknown",1
32,"technician","divorced","secondary",1,210,0,0,"unknown",7,"may",188,2,-1,0,"unknown",1
46,"management","married","tertiary",1,0,1,1,"unknown",7,"may",70,2,-1,0,"unknown",1
29,"student","single","tertiary",1,185,0,1,"unknown",7,"may",141,3,-1,0,"unknown",1
59,"retired","married","secondary",1,836,0,1,"unknown",7,"may",106,1,-1,0,"unknown",1
32,"blue-collar","single","secondary",1,301,0,1,"unknown",7,"may",395,2,-1,0,"unknown",1
44,"blue-collar","married","primary",1,503,0,1,"unknown",7,"may",629,2,-1,0,"unknown",1
40,"retired","married","primary",1,407,0,1,"unknown",7,"may",502,1,-1,0,"unknown",1
31,"blue-collar","single","secondary",1,53,0,1,"unknown",7,"may",446,1,-1,0,"unknown",1
46,"self-employed","married","tertiary",1,2303,0,1,"unknown",7,"may",241,1,-1,0,"unknown",1
43,"management","married","tertiary",1,144,0,1,"unknown",7,"may",131,3,-1,0,"unknown",1
34,"services","married","secondary",1,205,0,1,"unknown",7,"may",312,1,-1,0,"unknown",1
39,"management","married","tertiary",1,305,0,1,"unknown",7,"may",275,6,-1,0,"unknown",1
30,"blue-collar","divorced","secondary",1,251,0,0,"unknown",7,"may",120,2,-1,0,"unknown",1
56,"retired","married","secondary",1,0,0,1,"unknown",7,"may",333,4,-1,0,"unknown",1
29,"technician","married","secondary",1,8,1,1,"unknown",7,"may",113,1,-1,0,"unknown",1
40,"blue-collar","divorced","secondary",1,139,0,1,"unknown",7,"may",91,1,-1,0,"unknown",1
36,"services","married","secondary",1,184,0,1,"unknown",7,"may",128,3,-1,0,"unknown",1
37,"blue-collar","single","secondary",1,238,0,1,"unknown",7,"may",200,2,-1,0,"unknown",1
35,"admin.","married","secondary",1,0,1,1,"unknown",7,"may",326,1,-1,0,"unknown",1
35,"blue-collar","married","primary",0,0,0,1,"unknown",7,"may",292,1,-1,0,"unknown",1
47,"services","married","primary",1,222,0,1,"unknown",7,"may",68,1,-1,0,"unknown",1
31,"services","married","secondary",1,414,0,1,"unknown",7,"may",215,1,-1,0,"unknown",1
56,"retired","single","primary",1,223,0,1,"unknown",7,"may",97,1,-1,0,"unknown",1
57,"technician","married","secondary",1,197,1,1,"unknown",7,"may",32,1,-1,0,"unknown",1
36,"blue-collar","married","secondary",1,-251,0,1,"unknown",7,"may",162,1,-1,0,"unknown",1
45,"self-employed","divorced","secondary",1,-139,0,1,"unknown",7,"may",152,3,-1,0,"unknown",1
47,"blue-collar","married","unknown",1,733,0,1,"unknown",7,"may",268,1,-1,0,"unknown",1
29,"technician","single","tertiary",1,0,0,1,"unknown",7,"may",104,2,-1,0,"unknown",1
57,"services","married","secondary",1,1,1,1,"unknown",7,"may",852,1,-1,0,"unknown",1
45,"blue-collar","married","primary",1,97,0,1,"unknown",7,"may",923,3,-1,0,"unknown",1
31,"blue-collar","single","primary",1,435,0,1,"unknown",7,"may",159,2,-1,0,"unknown",1
31,"management","divorced","tertiary",1,0,0,1,"unknown",7,"may",953,3,-1,0,"unknown",1
37,"technician","single","tertiary",1,147,1,1,"unknown",7,"may",416,2,-1,0,"unknown",1
30,"technician","single","tertiary",1,3,0,1,"unknown",7,"may",174,1,-1,0,"unknown",1
58,"services","divorced","secondary",1,1109,0,0,"unknown",7,"may",180,1,-1,0,"unknown",1
33,"services","married","secondary",1,404,0,1,"unknown",7,"may",139,1,-1,0,"unknown",1
39,"blue-collar","married","primary",1,981,0,1,"unknown",7,"may",294,1,-1,0,"unknown",1
33,"blue-collar","single","primary",1,95,0,1,"unknown",7,"may",102,1,-1,0,"unknown",1
34,"services","married","secondary",1,302,0,1,"unknown",7,"may",124,1,-1,0,"unknown",1
36,"services","divorced","secondary",1,-290,0,0,"unknown",7,"may",128,1,-1,0,"unknown",1
37,"services","single","secondary",1,259,0,1,"unknown",7,"may",130,1,-1,0,"unknown",1
35,"blue-collar","married","secondary",1,527,0,0,"unknown",7,"may",143,1,-1,0,"unknown",1
55,"retired","married","secondary",1,102,0,1,"unknown",7,"may",74,1,-1,0,"unknown",1
34,"management","single","tertiary",1,872,0,1,"unknown",7,"may",105,2,-1,0,"unknown",1
40,"management","divorced","tertiary",1,490,0,1,"unknown",7,"may",477,2,-1,0,"unknown",1
42,"blue-collar","single","primary",1,19,0,1,"unknown",7,"may",158,1,-1,0,"unknown",1
37,"blue-collar","married","secondary",1,16,0,1,"unknown",7,"may",250,1,-1,0,"unknown",1
42,"management","married","tertiary",1,386,0,1,"unknown",7,"may",168,1,-1,0,"unknown",1
35,"technician","single","secondary",1,539,0,1,"unknown",7,"may",520,1,-1,0,"unknown",1
44,"technician","divorced","secondary",1,-329,0,1,"unknown",7,"may",171,1,-1,0,"unknown",1
30,"services","single","secondary",1,-174,0,1,"unknown",7,"may",113,1,-1,0,"unknown",1
45,"entrepreneur","married","secondary",1,68,0,1,"unknown",7,"may",254,1,-1,0,"unknown",1
35,"blue-collar","single","unknown",0,-532,0,1,"unknown",7,"may",149,1,-1,0,"unknown",1
36,"admin.","divorced","secondary",1,0,0,1,"unknown",7,"may",133,2,-1,0,"unknown",1
49,"blue-collar","married","secondary",1,64,0,1,"unknown",7,"may",293,3,-1,0,"unknown",1
31,"blue-collar","single","secondary",1,1415,0,1,"unknown",7,"may",485,1,-1,0,"unknown",1
31,"technician","single","secondary",1,147,0,1,"unknown",7,"may",374,1,-1,0,"unknown",1
39,"blue-collar","married","secondary",1,72,0,1,"unknown",7,"may",425,6,-1,0,"unknown",1
37,"services","single","secondary",1,-196,0,1,"unknown",7,"may",207,1,-1,0,"unknown",1
33,"blue-collar","married","primary",1,716,0,1,"unknown",7,"may",83,3,-1,0,"unknown",1
37,"management","married","tertiary",1,0,0,1,"unknown",7,"may",228,1,-1,0,"unknown",1
42,"services","married","secondary",1,-246,0,1,"unknown",7,"may",149,1,-1,0,"unknown",1
56,"blue-collar","married","secondary",1,-203,0,1,"unknown",7,"may",139,1,-1,0,"unknown",1
37,"admin.","single","secondary",1,245,0,0,"unknown",7,"may",732,2,-1,0,"unknown",0
36,"services","single","secondary",1,342,0,1,"unknown",7,"may",142,1,-1,0,"unknown",1
29,"technician","single","tertiary",1,3,0,1,"unknown",7,"may",359,1,-1,0,"unknown",1
54,"management","married","tertiary",0,-248,0,0,"unknown",7,"may",112,1,-1,0,"unknown",1
38,"blue-collar","married","secondary",1,376,0,1,"unknown",7,"may",1521,1,-1,0,"unknown",1
43,"blue-collar","divorced","secondary",1,370,0,1,"unknown",7,"may",216,1,-1,0,"unknown",1
47,"admin.","single","secondary",1,594,0,1,"unknown",7,"may",161,1,-1,0,"unknown",1
47,"blue-collar","married","secondary",1,387,0,1,"unknown",7,"may",122,2,-1,0,"unknown",1
38,"services","married","secondary",1,208,0,1,"unknown",7,"may",800,1,-1,0,"unknown",1
40,"blue-collar","married","secondary",1,563,0,1,"unknown",7,"may",615,1,-1,0,"unknown",1
33,"services","divorced","secondary",1,392,0,0,"unknown",7,"may",254,1,-1,0,"unknown",1
33,"retired","married","secondary",1,165,1,1,"unknown",7,"may",111,1,-1,0,"unknown",1
53,"admin.","divorced","unknown",1,236,0,1,"unknown",7,"may",354,1,-1,0,"unknown",1
37,"services","married","primary",1,52,0,1,"unknown",7,"may",359,1,-1,0,"unknown",1
40,"management","single","tertiary",1,1265,0,1,"unknown",7,"may",97,1,-1,0,"unknown",1
37,"blue-collar","married","primary",1,693,0,1,"unknown",7,"may",327,3,-1,0,"unknown",1
35,"technician","married","secondary",1,118,0,1,"unknown",7,"may",236,1,-1,0,"unknown",1
49,"blue-collar","married","primary",1,3659,0,1,"unknown",7,"may",160,1,-1,0,"unknown",1
26,"blue-collar","single","secondary",1,24,0,1,"unknown",7,"may",180,1,-1,0,"unknown",1
38,"management","single","tertiary",1,673,0,1,"unknown",7,"may",184,1,-1,0,"unknown",1
52,"self-employed","married","secondary",1,273,1,1,"unknown",7,"may",227,1,-1,0,"unknown",1
33,"services","divorced","secondary",1,327,0,1,"unknown",7,"may",109,1,-1,0,"unknown",1
31,"admin.","single","secondary",1,299,0,1,"unknown",7,"may",492,2,-1,0,"unknown",1
32,"blue-collar","married","secondary",1,0,0,1,"unknown",7,"may",298,1,-1,0,"unknown",1
35,"blue-collar","single","primary",1,109,0,1,"unknown",7,"may",83,2,-1,0,"unknown",1
55,"management","divorced","tertiary",1,552,1,1,"unknown",7,"may",241,2,-1,0,"unknown",1
32,"blue-collar","divorced","primary",1,473,0,1,"unknown",7,"may",204,2,-1,0,"unknown",1
37,"unknown","single","unknown",1,414,0,1,"unknown",7,"may",131,1,-1,0,"unknown",1
45,"blue-collar","married","secondary",1,154,0,1,"unknown",7,"may",1138,1,-1,0,"unknown",0
31,"technician","married","secondary",1,344,0,1,"unknown",7,"may",123,1,-1,0,"unknown",1
